age,month_application,date_application,employment_status,gender,loan_purpose,loan_amount_range,loan_amount
58,February,28/02/2019,PART TIME,FEMALE,Personal,"15,001 - 25,000",20000
58,July,31/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
58,October,25/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2200
58,June,07/06/2019,PART TIME,FEMALE,Car,"1,001 - 5,000",5000
58,January,22/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4034.34
58,January,18/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
58,September,14/09/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
59,May,25/05/2019,FULL TIME,Male,Car,"1,001 - 5,000",2000
59,June,21/06/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",600
59,March,01/03/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",600
59,May,13/05/2019,UNEMPLOYED,FEMALE,Car,"5,001 - 10,000",8500
59,July,01/07/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",500
59,July,19/07/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",2500
59,June,24/06/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",200
59,September,10/09/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",376.3
59,December,16/12/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",400
59,October,17/10/2019,UNEMPLOYED,Male,Home,"1,001 - 5,000",1500
59,June,28/06/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",12000
59,June,27/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3750
59,November,07/11/2019,RETIRED,FEMALE,Car,"5,001 - 10,000",7000
59,November,21/11/2019,UNEMPLOYED,Male,Home,"5,001 - 10,000",6200
59,December,19/12/2019,UNEMPLOYED,Male,Home,"1,001 - 5,000",3800
59,June,28/06/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",200
59,December,19/12/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",300
59,November,08/11/2019,FULL TIME,Male,Car,"5,001 - 10,000",10000
59,April,25/04/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",250
59,November,15/11/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",287.04
59,March,23/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
59,September,04/09/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",1000
59,October,01/10/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",300
59,October,29/10/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",300
59,November,20/11/2019,UNEMPLOYED,Male,Home,"0 - 1,000",500
59,October,29/10/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",15000
59,May,08/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
59,June,04/06/2019,FULL TIME,Male,Student,"1,001 - 5,000",5000
59,July,12/07/2019,UNEMPLOYED,Male,Home,"1,001 - 5,000",1500
59,January,11/01/2019,UNEMPLOYED,Male,Home,"1,001 - 5,000",3000
59,February,28/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
59,December,20/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
59,April,26/04/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",326
59,October,29/10/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",250
59,June,14/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
59,April,03/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2700
59,February,05/02/2019,SOCIAL WELFARE,Male,Car,"0 - 1,000",400
59,September,25/09/2019,SOCIAL WELFARE,Male,Personal,"1,001 - 5,000",1200
59,January,16/01/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",490
59,November,27/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",450
59,October,03/10/2019,FULL TIME,Male,Agri,"5,001 - 10,000",10000
59,June,26/06/2019,FULL TIME,Male,Personal,"5,001 - 10,000",7822
59,August,20/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3991
59,June,05/06/2019,FULL TIME,Male,Home,"1,001 - 5,000",2500
59,January,24/01/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
59,August,29/08/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",400
59,October,01/10/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",6450
59,August,20/08/2019,CONTRACT,FEMALE,Personal,"1,001 - 5,000",3000
59,August,20/08/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
59,April,17/04/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
59,May,09/05/2019,RETIRED,FEMALE,Personal,"0 - 1,000",200
59,March,08/03/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
59,July,19/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
59,December,12/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",500
59,February,13/02/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
59,August,23/08/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
59,January,29/01/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",1000
59,July,08/07/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",1000
59,March,09/03/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",200
59,April,03/04/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",200
59,May,17/05/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",400
59,September,13/09/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",200
59,November,19/11/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",200
59,May,08/05/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
59,June,05/06/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",1200
59,July,03/07/2019,HOMEMAKER,FEMALE,Home,"5,001 - 10,000",7000
59,February,18/02/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",5000
59,July,09/07/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
60,January,25/01/2019,UNEMPLOYED,Male,Home,"5,001 - 10,000",7000
60,September,21/09/2019,UNEMPLOYED,Male,Home,"1,001 - 5,000",3000
60,August,21/08/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",480
60,December,18/12/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",250
60,May,09/05/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",8000
60,November,04/11/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",15000
60,March,28/03/2019,PART TIME,FEMALE,Personal,"0 - 1,000",400
60,March,14/03/2019,FULL TIME,Male,Home,"25,001 - 50,000",40000
60,July,29/07/2019,FULL TIME,FEMALE,Student,"1,001 - 5,000",3460
60,July,22/07/2019,PART TIME,FEMALE,Home,"1,001 - 5,000",2000
60,January,07/01/2019,FULL TIME,Male,Agri,"1,001 - 5,000",3000
60,January,07/01/2019,UNEMPLOYED,Male,Car,"1,001 - 5,000",3000
60,July,25/07/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
60,August,26/08/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",1500
60,May,03/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
60,January,08/01/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
60,May,21/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",600
60,December,16/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
60,June,25/06/2019,FULL TIME,Male,Personal,"1,001 - 5,000",3000
60,August,12/08/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
60,October,17/10/2019,FULL TIME,Male,Home,"15,001 - 25,000",15279.35
60,March,08/03/2019,FULL TIME,Male,Home,"25,001 - 50,000",31000
60,January,24/01/2019,RETIRED,Male,Personal,"1,001 - 5,000",3000
60,July,03/07/2019,RETIRED,Male,Home,"5,001 - 10,000",7500
60,April,12/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2200
60,May,03/05/2019,UNEMPLOYED,Male,Car,"1,001 - 5,000",1500
60,November,26/11/2019,FULL TIME,Male,Personal,"5,001 - 10,000",9000
60,November,29/11/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
60,February,25/02/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
60,April,30/04/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
60,November,25/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",287
60,February,07/02/2019,UNEMPLOYED,Male,Home,"0 - 1,000",800
60,September,12/09/2019,UNEMPLOYED,Male,Home,"0 - 1,000",500
60,October,24/10/2019,UNEMPLOYED,Male,Home,"0 - 1,000",700
60,April,29/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
60,October,09/10/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2500
60,January,10/01/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
60,June,04/06/2019,FULL TIME,Male,Personal,"15,001 - 25,000",18000
60,January,23/01/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",100
60,April,02/04/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",100
60,June,11/06/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",100
60,September,04/09/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",100
60,November,23/11/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",100
60,April,18/04/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
60,November,26/11/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",700
60,May,07/05/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",400
60,November,11/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",300
60,June,21/06/2019,FULL TIME,FEMALE,Car,"15,001 - 25,000",20000
60,October,15/10/2019,PART TIME,FEMALE,Home,"5,001 - 10,000",10000
60,June,14/06/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",3000
60,December,05/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",1000
60,July,26/07/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
60,November,30/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
60,March,15/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
60,January,02/01/2019,FULL TIME,FEMALE,Car,"0 - 1,000",800
60,May,20/05/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",800
60,September,05/09/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
60,July,05/07/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
60,July,06/07/2019,UNEMPLOYED,FEMALE,Personal,"5,001 - 10,000",10000
60,August,21/08/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",800
60,November,08/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1600
60,November,21/11/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",15000
60,April,27/04/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",2000
60,September,11/09/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1200
60,December,05/12/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
60,August,23/08/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
60,February,26/02/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
60,October,03/10/2019,UNEMPLOYED,FEMALE,Personal,"5,001 - 10,000",8092.57
61,August,22/08/2019,PART TIME,FEMALE,Car,"10,001 - 15,000",14000
61,February,28/02/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",400
61,August,02/08/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",500
61,June,04/06/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",2000
61,October,07/10/2019,FULL TIME,Male,Car,"5,001 - 10,000",6500
61,December,09/12/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",500
61,July,23/07/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",250
61,November,28/11/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",245
61,June,12/06/2019,FULL TIME,FEMALE,Personal,"15,001 - 25,000",18029
61,November,26/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1200
61,April,20/04/2019,FULL TIME,Male,Home,"25,001 - 50,000",50000
61,October,17/10/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",1500
61,January,12/01/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",500
61,October,04/10/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",349
61,April,05/04/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
61,December,07/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
61,February,04/02/2019,FULL TIME,Male,Personal,"15,001 - 25,000",25000
61,January,31/01/2019,FULL TIME,Male,Personal,"1,001 - 5,000",5000
61,December,13/12/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
61,February,11/02/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2850
61,September,16/09/2019,UNEMPLOYED,Male,Home,"0 - 1,000",800
61,June,20/06/2019,FULL TIME,Male,Home,"5,001 - 10,000",8000
61,February,15/02/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",1200
61,December,06/12/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",1180
61,May,10/05/2019,SOCIAL WELFARE,Male,Personal,"1,001 - 5,000",3000
61,February,09/02/2019,PART TIME,Male,Home,"1,001 - 5,000",5000
61,March,15/03/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
61,April,27/04/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1932.91
61,February,16/02/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",400
61,March,04/03/2019,SOCIAL WELFARE,Male,Home,"0 - 1,000",150
61,September,10/09/2019,SOCIAL WELFARE,Male,Home,"0 - 1,000",500
61,December,02/12/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",100
61,August,19/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",4000
61,May,17/05/2019,PART TIME,Male,Personal,"15,001 - 25,000",20000
61,April,30/04/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",12000
61,April,01/04/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",2000
61,July,16/07/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
61,October,11/10/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",6000
61,March,09/03/2019,HOMEMAKER,FEMALE,Personal,"10,001 - 15,000",10100
61,November,12/11/2019,SOCIAL WELFARE,FEMALE,Home,"1,001 - 5,000",1300
61,April,23/04/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",40000
61,November,18/11/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",800
61,March,30/03/2019,PART TIME,FEMALE,Home,"5,001 - 10,000",10000
61,February,12/02/2019,FULL TIME,FEMALE,Car,"1,001 - 5,000",4000
61,October,25/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1541.19
61,July,12/07/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",10000
61,November,27/11/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",1000
61,October,11/10/2019,FULL TIME,FEMALE,Car,"10,001 - 15,000",15000
61,September,14/09/2019,FULL TIME,Male,Personal,"1,001 - 5,000",4000
61,October,19/10/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",500
61,February,01/02/2019,PART TIME,FEMALE,Personal,"10,001 - 15,000",12000
61,July,26/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1878.07
62,November,14/11/2019,RETIRED,FEMALE,Personal,"1,001 - 5,000",4000
62,November,15/11/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1200
62,July,11/07/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
62,December,06/12/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
62,December,10/12/2019,RETIRED,Male,Personal,"1,001 - 5,000",2000
62,March,21/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
62,September,05/09/2019,FULL TIME,Male,Home,"25,001 - 50,000",30000
62,June,11/06/2019,SOCIAL WELFARE,FEMALE,Car,"1,001 - 5,000",1500
62,May,03/05/2019,FULL TIME,Male,Home,"1,001 - 5,000",1500
62,June,19/06/2019,SOCIAL WELFARE,Male,Home,"5,001 - 10,000",6000
62,March,07/03/2019,UNEMPLOYED,FEMALE,Personal,"1,001 - 5,000",5000
62,July,23/07/2019,FULL TIME,Male,Personal,"0 - 1,000",700
62,December,09/12/2019,FULL TIME,Male,Personal,"1,001 - 5,000",1500
62,January,04/01/2019,RETIRED,Male,Car,"5,001 - 10,000",8000
62,June,17/06/2019,FULL TIME,Male,Personal,"5,001 - 10,000",6000
62,December,05/12/2019,FULL TIME,Male,Car,"1,001 - 5,000",4500
62,May,03/05/2019,FULL TIME,Male,Car,"10,001 - 15,000",15000
62,June,19/06/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
62,March,19/03/2019,FULL TIME,Male,Home,"5,001 - 10,000",8000
62,September,03/09/2019,FULL TIME,Male,Student,"1,001 - 5,000",3254
62,December,06/12/2019,FULL TIME,Male,Personal,"10,001 - 15,000",15000
62,July,06/07/2019,FULL TIME,Male,Home,"10,001 - 15,000",15000
62,October,17/10/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
62,November,28/11/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2000
62,October,07/10/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",3000
62,January,26/01/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",4000
62,March,09/03/2019,SOCIAL WELFARE,FEMALE,Home,"1,001 - 5,000",3417
62,October,03/10/2019,FULL TIME,FEMALE,Car,"25,001 - 50,000",28000
62,May,16/05/2019,PART TIME,FEMALE,Personal,"0 - 1,000",700
62,November,04/11/2019,HOMEMAKER,FEMALE,Personal,"1,001 - 5,000",2000
62,December,06/12/2019,RETIRED,FEMALE,Car,"10,001 - 15,000",10500
62,June,26/06/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",1000
62,October,14/10/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",600
62,January,21/01/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
62,April,11/04/2019,FULL TIME,Male,Home,"1,001 - 5,000",3000
62,March,05/03/2019,RETIRED,Male,Personal,"10,001 - 15,000",13000
63,December,06/12/2019,HOMEMAKER,FEMALE,Home,"0 - 1,000",2000
63,March,28/03/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",250
63,August,03/08/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",250
63,January,05/01/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2500
63,June,28/06/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
63,August,16/08/2019,PART TIME,FEMALE,Personal,"0 - 1,000",700
63,November,09/11/2019,PART TIME,FEMALE,Personal,"0 - 1,000",700
63,March,08/03/2019,RETIRED,FEMALE,Home,"0 - 1,000",0
63,June,28/06/2019,RETIRED,FEMALE,Home,"0 - 1,000",0
63,September,26/09/2019,RETIRED,FEMALE,Home,"0 - 1,000",0
63,December,13/12/2019,RETIRED,FEMALE,Home,"0 - 1,000",0
63,May,13/05/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",250
63,December,06/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",285
63,July,03/07/2019,FULL TIME,FEMALE,Home,"25,001 - 50,000",30000
63,February,04/02/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",11000
63,November,30/11/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
63,May,30/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1800
63,November,21/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
63,January,25/01/2019,FULL TIME,Male,Home,"5,001 - 10,000",6000
63,July,06/07/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
63,June,07/06/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
63,January,18/01/2019,FULL TIME,Male,Home,"5,001 - 10,000",6000
63,March,22/03/2019,FULL TIME,Male,Personal,"5,001 - 10,000",10000
63,October,05/10/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
63,February,20/02/2019,RETIRED,Male,Car,"1,001 - 5,000",3500
63,October,23/10/2019,RETIRED,Male,Car,"0 - 1,000",700
63,October,10/10/2019,FULL TIME,Male,Personal,"5,001 - 10,000",9000
63,June,07/06/2019,FULL TIME,Male,Home,"5,001 - 10,000",10000
63,June,06/06/2019,FULL TIME,Male,Home,"0 - 1,000",170
63,May,08/05/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
63,July,01/07/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
63,December,23/12/2019,FULL TIME,Male,Home,"0 - 1,000",500
63,March,29/03/2019,SOCIAL WELFARE,Male,Car,"0 - 1,000",500
63,September,13/09/2019,SOCIAL WELFARE,Male,Personal,"1,001 - 5,000",5000
63,October,07/10/2019,FULL TIME,Male,Home,"5,001 - 10,000",8000
63,May,31/05/2019,FULL TIME,Male,Home,"1,001 - 5,000",2000
63,April,16/04/2019,SOCIAL WELFARE,Male,Personal,"0 - 1,000",1000
63,July,11/07/2019,FULL TIME,Male,Personal,"0 - 1,000",1000
63,August,20/08/2019,FULL TIME,Male,Personal,"0 - 1,000",370
63,December,10/12/2019,FULL TIME,Male,Personal,"0 - 1,000",300
63,March,16/03/2019,FULL TIME,FEMALE,Home,"0 - 1,000",400
63,July,30/07/2019,FULL TIME,FEMALE,Home,"0 - 1,000",200
63,November,07/11/2019,FULL TIME,FEMALE,Home,"0 - 1,000",500
63,January,16/01/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",9000
63,January,16/01/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",250
63,August,29/08/2019,HOMEMAKER,FEMALE,Home,"0 - 1,000",200
63,April,11/04/2019,FULL TIME,FEMALE,Home,"0 - 1,000",1000
63,April,23/04/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",1000
63,July,05/07/2019,PART TIME,FEMALE,Car,"5,001 - 10,000",5500
63,October,12/10/2019,FULL TIME,FEMALE,Home,"5,001 - 10,000",10000
63,November,14/11/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
63,August,27/08/2019,FULL TIME,FEMALE,Home,"15,001 - 25,000",20000
63,May,14/05/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",250
63,November,08/11/2019,SOCIAL WELFARE,FEMALE,Personal,"0 - 1,000",250
63,February,22/02/2019,FULL TIME,FEMALE,Car,"5,001 - 10,000",7000
63,May,24/05/2019,SOCIAL WELFARE,FEMALE,Home,"1,001 - 5,000",4000
63,October,14/10/2019,FULL TIME,FEMALE,Car,"15,001 - 25,000",17900
63,March,22/03/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3000
63,August,12/08/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
63,December,04/12/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",1200
63,October,21/10/2019,PART TIME,FEMALE,Home,"0 - 1,000",1000
63,March,07/03/2019,FULL TIME,FEMALE,Home,"10,001 - 15,000",12000
63,May,17/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",3000
63,July,05/07/2019,FULL TIME,FEMALE,Student,"1,001 - 5,000",1500
63,March,22/03/2019,RETIRED,FEMALE,Personal,"15,001 - 25,000",20000
63,March,12/03/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
63,June,25/06/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
63,December,12/12/2019,PART TIME,FEMALE,Personal,"0 - 1,000",1000
63,July,04/07/2019,PART TIME,Male,Personal,"0 - 1,000",1000
63,August,08/08/2019,FULL TIME,Male,Personal,"0 - 1,000",600
63,October,11/10/2019,FULL TIME,Male,Agri,"15,001 - 25,000",32000
63,December,10/12/2019,FULL TIME,Male,Car,"15,001 - 25,000",16000
63,August,07/08/2019,FULL TIME,Male,Home,"1,001 - 5,000",5000
63,May,29/05/2019,FULL TIME,FEMALE,Personal,"10,001 - 15,000",10544.99
63,April,16/04/2019,FULL TIME,Male,Personal,"10,001 - 15,000",12000
63,March,08/03/2019,UNEMPLOYED,Male,Personal,"1,001 - 5,000",2040
64,May,24/05/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",1500
64,September,16/09/2019,FULL TIME,FEMALE,Car,"0 - 1,000",1000
64,March,01/03/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",1000
64,June,22/06/2019,SOCIAL WELFARE,FEMALE,Home,"0 - 1,000",500
64,August,28/08/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",150
64,November,29/11/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",341
64,November,25/11/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
64,July,02/07/2019,UNEMPLOYED,FEMALE,Car,"5,001 - 10,000",7500
64,June,19/06/2019,PART TIME,Male,Personal,"0 - 1,000",1000
64,April,27/04/2019,RETIRED,Male,Home,"5,001 - 10,000",6000
64,July,18/07/2019,FULL TIME,FEMALE,Home,"1,001 - 5,000",5000
64,March,27/03/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2500
64,August,13/08/2019,RETIRED,FEMALE,Home,"1,001 - 5,000",2500
64,October,15/10/2019,RETIRED,FEMALE,Agri,"50,001 - 100,000",60000
64,January,08/01/2019,FULL TIME,FEMALE,Personal,"0 - 1,000",520
64,February,11/02/2019,FULL TIME,FEMALE,Personal,"5,001 - 10,000",8000
64,May,09/05/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",3600
64,October,25/10/2019,FULL TIME,FEMALE,Personal,"1,001 - 5,000",1500
64,March,12/03/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",465.35
64,December,03/12/2019,UNEMPLOYED,Male,Personal,"0 - 1,000",375
64,March,29/03/2019,UNEMPLOYED,Male,Home,"1,001 - 5,000",1500
64,September,20/09/2019,UNEMPLOYED,Male,Home,"0 - 1,000",1000
64,July,02/07/2019,FULL TIME,Male,Personal,"1,001 - 5,000",2000
64,September,23/09/2019,FULL TIME,Male,Personal,"0 - 1,000",900
64,December,07/12/2019,FULL TIME,Male,Car,"1,001 - 5,000",5000
64,February,15/02/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",2500
64,September,06/09/2019,UNEMPLOYED,FEMALE,Home,"0 - 1,000",1000
64,June,26/06/2019,HOMEMAKER,FEMALE,Personal,"0 - 1,000",700
64,June,21/06/2019,UNEMPLOYED,FEMALE,Car,"1,001 - 5,000",2000
64,July,31/07/2019,FULL TIME,FEMALE,Car,"0 - 1,000",1000
64,July,15/07/2019,PART TIME,FEMALE,Personal,"0 - 1,000",500
64,November,08/11/2019,SOCIAL WELFARE,FEMALE,Car,"5,001 - 10,000",6000
64,February,13/02/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
64,July,22/07/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
64,December,18/12/2019,UNEMPLOYED,FEMALE,Personal,"0 - 1,000",250
64,July,08/07/2019,UNEMPLOYED,FEMALE,Home,"1,001 - 5,000",2000
64,October,15/10/2019,PART TIME,FEMALE,Personal,"1,001 - 5,000",2400
64,June,29/06/2019,RETIRED,FEMALE,Car,"1,001 - 5,000",5000
64,November,23/11/2019,RETIRED,FEMALE,Personal,"0 - 1,000",700
